ID,Text
304,"Estimating influenza-related sick leave in Norway: Was work absenteeism higher during the 2009 A(H1N1) pandemic compared to seasonal epidemics? The impact of influenza on work absenteeism is poorly documented. We used data from the national registry and Norway Post AS (>14,000 employees) to explore sickness absence patterns from 2005/06 through 2009/10 in Norway. Annually, an estimated 2.868% (mean 95% confidence interval (CI): 2.405-4.820%) of the working population obtained sick leave for influenza, of whom 0.915% (mean 95% CI: 0.453-1.590%) had diagnoses for other respiratory illnesses with influenza as underlying cause. In the 2009/10 pandemic season, the absence rate increased 1.5-fold, mainly due to a 73% increase in influenza-diagnosed sick leaves. At Norway Post AS, absence related to seasonal influenza accounted for 0.351% (mean 95% CI: 0.126-0.704%) of total person-days annually (excluding parental care absence), of which 32-43% were estimated to be self-certified. Medically certified sick leave increased 1.3-fold in the pandemic season to 0.458% (95% CI: 0.176-0.856), while self-certified sick leave remained at a level typical for seasonal influenza. We found a significant four-fold increase in work loss to care for sick children, 0.048% (95% CI: 0.031-0.070%) of person-days, compared with 0.012% (95% CI: 0.004-0.028%) in 2008/09. In conclusion, GP-certified and parental care work absence were higher in the pandemic season. More studies are needed to quantify the burden of self-certified sick leave. (de Blasio B.F., birgitte.deblasio@medisin.uio.no; Xue Y.; Michael Gran J.) Department of Biostatistics, Institute of Basic Medical Sciences, University of Oslo, Oslo, Norway. , (de Blasio B.F., birgitte.deblasio@medisin.uio.no; Xue Y.; Iversen B.; Michael Gran J.) Department of Infectious Disease Epidemiology, Division of Infectious Disease Control, Norwegian Institute of Public Health, Oslo, Norway."
783,"Preventing respiratory syncytial virus in homebound premature infants. This article explores the home health nurse's role in preventing respiratory syncytial virus (RSV) among premature infants. Thousands of children infected with RSV require hospitalization each year. Consistent contact with the infant alerts the nurse to subtle signs and symptoms of RSV infection, which may include nasal congestion, cough, low-grade fever, and malaise. By developing patient and caregiver trust, the home health nurse can implement an RSV prevention plan, leading to a decrease in hospitalization episodes of premature infants with RSV. Identification of patient risk factors contributing to RSV together with caregiver education is addressed in this article. (Austin J.) Woman's Home Care, Baton Rouge, LA 70817, USA."
772,"Respiratory syncytial virus seasonality, Beijing, China, 2007-2015 During July 2007-June 2015, we enrolled 4,225 hospitalized children with pneumonia in a study to determine the seasonality of respiratory syncytial virus (RSV) infection in Beijing, China. We defined season as the period during which 10% of total PCRs performed each week were RSV positive. We identified 8 distinctive RSV seasons. On average, the season onset occurred at week 41 (mid-October) and lasted 33 weeks, through week 20 of the next year (mid-May); 97% of all RSV-positive cases occurred during the season. RSV seasons occurred 3-5 weeks earlier and lasted 6 weeks longer in RSV subgroup A-dominant years than in RSV subgroup B-dominant years. Our analysis indicates that monitoring such RSV subgroup shifts might provide better estimates for the onset of RSV transmission. PCR-based tests could be a flexible or complementary way of determining RSV seasonality in locations where RSV surveillance is less well-established, such as local hospitals throughout China. (Yu J.; Xiao Y.; Xiang Z.; Zhou H.; Chen L.; Ren L.; Wang J., wangjw28@163.com) National Health Commission Key Laboratory of Systems Biology of Pathogens, Beijing, China. , (Yu J.; Xiao Y.; Xiang Z.; Zhou H.; Chen L.; Ren L.; Wang J., wangjw28@163.com) Institute of Pathogen Biology, Chinese Academy of Medical Sciences, Peking Union Medical College, Beijing, China. , (Liu C.; Shen K.; Xie Z.) Capital Medical University Beijing Childrens Hospital, Beijing, China."
172,"Cost-effectiveness analysis of the use of palivizumab in the prophylaxis of preterm patients in Mexico Objective: The study evaluated the incremental cost-effectiveness ratio (ICER) of the prophylaxis of palivizumab, for the reduction of complications associated to the respiratory syncytial virus in preterm patients in Mexico. Material and Methods: A decision tree was developed in preterm groups [<29 and 29-32 weeks of gestational age (wGA)], by using epidemiological and cost local data; the effectiveness was obtained with a systematic review. Patients were evaluated according to their life expectancy. Mexican Health System perspective was used. Effectiveness measures employed were LYG and QALYs. The costs are reported in USD 2009. Results: ICERs per LYG resulted on values of USD $25,029 and USD $29,637 for <29 wGA and 29-32 wGA respectively, whereas ICERs per QALYs obtained in the model accounted for USD $17,532 and USD $20,760. Conclusions: Palivizumab prophylaxis for preterm newborn patients 32 weeks of age resulted in a cost-effective alternative. (Salinas-Escudero G.; Martinez-Valverde S., smartinez@himfg.edu.mx; Reyes-Lopez A.) Centro de Estudios Economicos y Sociales en Salud, Direccion de Investigacion, Hospital Infantil de Mexico Federico Gomez, Secretaria de Salud, Mexico, DF, Mexico. , (Garduno-Espinosa J.; Munoz-Hernandez O.) Direccion de Investigacion, Hospital Infantil de Mexico Federico Gomez, Secretaria de Salud, Mexico, DF, Mexico. , (Granados-Garcia V.) Unidad de Investigacion en Economia de la Salud, Instituto Mexicano del Seguro Social, Mexico, DF, Mexico. , (Rely K.) CEA Health Tech, Mexico DF, Mexico."
890,"Risk of concurrent bacterial infection in preterm infants hospitalized due to respiratory syncytial virus infection Objective: To evaluate the risk of concurrent bacterial infection in preterm infants hospitalized due to respiratory syncytial virus (RSV) disease. Patients and methods: Retrospective cohort analysis of all infants hospitalized due to RSV infection between January 1, 2001 and July 31, 2005. Patients were identified by ICD-10 diagnosis of RSV infection including codes J21.0, J21.9, J12.1, J20.5 and B97.4. Medical charts were reviewed and RSV infection had to be confirmed by positive antigen detection test on nasopharyngeal aspirates. Results: A total of 464 infants had been hospitalized due to RSV infection and 42 (9.1%) were born <37 weeks of gestational age. Concurrent bacterial infections were diagnosed by either positive blood or urine cultures, stool culture, tracheal aspirates or smears in 4 of 42 preterm (9.5%) compared to 13 of 422 term (3.1%) infants (p = 0.017, RR 3.092, CI 95% 1.251-7.641). Excluding the infants admitted to the intensive care unit (ICU) the total rate of bacterial co-infection was 1.9%. Ten of 42 preterm (23.8 %) compared to 25 of 422 term (5.2 %) infants were referred to ICU (p < 0.001, RR 3.349, CI 95% 1.882-5.959). All preterm infants had pneumonia, and isolates were Streptococcus pneumoniae, Chlamydia pneumoniae and Streptococcus pneumoniae with Haemophilus influenzae. Mean length of stay in preterm infants with bacterial co-infection was 22.3 days compared to 10.3 days without bacterial co-infection (p < 0.006). Conclusion: The overall low risk of concurrent bacterial infection was significantly increased in preterm infants associated with prolonged hospitalization and ICU admission.  2007 The Author(s). (Resch B., bernhard.resch@meduni-graz.at; Gusenleitner W.; Mueller W.D.) Division of Neonatology, Department of Pediatrics, Medical University Graz, Austria. , (Resch B., bernhard.resch@meduni-graz.at) Univ. Klinik fur Kinder- und Jugendheilkunde (Department of Pediatrics), Medizinische Universitat Graz (Medical University Graz), Auenbruggerplatz 30, A-8036 Graz, Austria. , (Mueller W.D.) Department of Pediatrics, ."
486,"[Study on the effect of realgar nanoparticles on reducing the respiratory syncytial virus type A (RSV-a) replication in vitro]. This study was to establish a model to explore anti- RSV effect of different administration method of Chinese medicine realgar on respiratory syncytial virus type A (RSV-A) replication in Hep-2 cells. Using high-energy ball milling with distilled water to prepare realgar nanoparticles,the concentration of nanometer realgar was tested by molybdenum blue staining method and the size of realgar nanoparticles was tested on Nano Series. Cell culture with ribavirin as a positive control was applied to observe the effect of anti-respiratory syncytial virus type A replication through prevention, treatment or direct inactivation of three different drug administration methods. Realgar nano-particles was found to be a potential inhibitor of RSV-A in a concentration-dependent manner with the median toxic concentration(TC50) of 0.649 microg/mL in Hep-2 cell culture. The median inhibition concentration (IC50) was 0.20 microg/mL when drug was added before virus infection. The IC50 was 0.13 microg/mL when drug was added after virus infection,and it was 0.16 microg/mL when the drug was mixed with virus and added. The therapeutic index (TI) was 3.18, 4.99 and 4.11, respectively. The results showed realgar nanoparticles could inhibit the replication of the RSV and inactivate the RSV in vitro. (Cheng M.) Dongzhimen Hospital, Beijing University of Chinese Medicine, Beijing 100700,China., (Zhao H.L.; Wang C.X.; Wang H.F.; Zhang Y.; Gou B.D.; Zhu Z.; Wang M.Z.; Xu W.B.)"
430,"An evaluation of the emerging interventions against Respiratory Syncytial Virus (RSV)-associated acute lower respiratory infections in children. Respiratory Syncytial Virus (RSV) is the leading cause of acute lower respiratory infections (ALRI) in children. It is estimated to cause approximately 33.8 million new episodes of ALRI in children annually, 96% of these occurring in developing countries. It is also estimated to result in about 53,000 to 199,000 deaths annually in young children. Currently there are several vaccine and immunoprophylaxis candidates against RSV in the developmental phase targeting active and passive immunization. We used a modified CHNRI methodology for setting priorities in health research investments. This was done in two stages. In Stage I, we systematically reviewed the literature related to emerging vaccines against RSV relevant to 12 criteria of interest. In Stage II, we conducted an expert opinion exercise by inviting 20 experts (leading basic scientists, international public health researchers, international policy makers and representatives of pharmaceutical companies). The policy makers and industry representatives accepted our invitation on the condition of anonymity, due to the sensitive nature of their involvement in such exercises. They answered questions from the CHNRI framework and their ""collective optimism"" towards each criterion was documented on a scale from 0 to 100%. In the case of candidate vaccines for active immunization of infants against RSV, the experts expressed very low levels of optimism for low product cost, affordability and low cost of development; moderate levels of optimism regarding the criteria of answerability, likelihood of efficacy, deliverability, sustainability and acceptance to end users for the interventions; and high levels of optimism regarding impact on equity and acceptance to health workers. While considering the candidate vaccines targeting pregnant women, the panel expressed low levels of optimism for low product cost, affordability, answerability and low development cost; moderate levels of optimism for likelihood of efficacy, deliverability, sustainability and impact on equity; high levels of optimism regarding acceptance to end users and health workers. The group also evaluated immunoprophylaxis against RSV using monoclonal antibodies and expressed no optimism towards low product cost; very low levels of optimism regarding deliverability, affordability, sustainability, low implementation cost and impact on equity; moderate levels of optimism against the criteria of answerability, likelihood of efficacy, acceptance to end-users and health workers; and high levels of optimism regarding low development cost. They felt that either of these vaccines would have a high impact on reducing burden of childhood ALRI due to RSV and reduce the overall childhood ALRI burden by a maximum of about 10%. Although monoclonal antibodies have proven to be effective in providing protection to high-risk infants, their introduction in resource poor settings might be limited by high cost associated with them. Candidate vaccines for active immunization of infants against RSV hold greatest promise. Introduction of a low cost vaccine against RSV would reduce the inequitable distribution of burden due to childhood ALRI and will most likely have a high impact on morbidity and mortality due to severe ALRI. (Nair H.) Centre for Population Health Sciences, Global Health Academy, The University of Edinburgh, UK., (Verma V.R.; Theodoratou E.; Zgaga L.; Huda T.; Simoes E.A.; Wright P.F.; Rudan I.; Campbell H.)"
883,"Pathogenesis of respiratory syncytial virus bronchiolitis-related wheezing Respiratory syncytial virus (RSV) is a common cause of virus infection of the human respiratory tract during the first two years of life, with virtually all children experiencing at least one infection within this period. Although this usually leads to mild respiratory illness, some infants develop more severe disease (bronchiolitis, pneumonia, etc.) affecting the lower airways and frequently requiring hospitalisation. There is evidence that bronchiolitis hospitalisations have increased during the last two decades and many of the hospitalised children develop wheezing later in life. The immune response to the virus is probably a major factor in the development or the expression of the pathological phenotype. In particular, a bias towards type-2 cytokine responses seems to be associated with more severe disease, whereas a type-1 response leads to more effective viral clearance and milder illness. Although the virus by itself triggers a type-1 response, a preexisting type-1 deficiency may contribute to the severity of the disease. In that sense, RSV bronchiolitis may serve as a marker, reflecting predisposition of the individual for virus induced wheezing early in life and/or asthma later in life.  2004 Elsevier Scince Ltd. (Psarras S.; Papadopoulos N.G.) Allergy Unit, 2nd Pediatric Clinic, University of Athens, Athens, Greece. , (Johnston S.L., s.johnston@ic.ac.uk) Department of Respiratory Medicine, National Heart and Lung Institute, W. Fleming Inst. Infect./Immunity, Norfolk Place, London W2 1PG, United Kingdom."
502,"Clinical characteristics and treatment outcomes among respiratory syncytial virus (RSV)-infected hematologic malignancy and hematopoietic stem cell transplant recipients receiving palivizumab Palivizumab has been used to treat respiratory syncytial virus (RSV)-infected hematologic malignancy patients at our institution based on limited published data. We conducted this retrospective study to evaluate clinical outcomes and mortality rates of RSV-infected hematologic malignancy patients from 2007 to 2016. A total of 67 patients (19 received palivizumab and 47 received supportive care) were identified. Palivizumab-treated patients had a significantly higher proportion of underlying ischemic heart disease, graft-versus-host-disease, hypogammaglobulinemia, and concomitant pulmonary infections. There were no significant differences in mortality rates or readmission rates between the two groups. The estimated odds ratio for death in patients receiving palivizumab after adjusting for propensity scores and covariates were 0.12 ([0.01, 1.32], p =.08) and 0.09 ([0.01, 1.03], p =.05) respectively. After adjustment for factors associated with severity of illness, there was no difference in mortality among patients treated with palivizumab. (Permpalung N., nip745@mail.harvard.edu; Atsawarungruangkit A.; Gold H.S.; Levine J.D.; LaSalvia M.T.; Alonso C.D.) Department of Medicine, Beth Israel Deaconess Medical Center and Harvard Medical School, Boston, MA, United States. , (Mahoney M.V.; McCoy C.) Department of Pharmacy, Beth Israel Deaconess Medical Center, Boston, MA, United States. , (Wong M.T.) Merck Research Labs, North Wales, PA, United States."
540,"Non-Typhi, non-Paratyphi Salmonella-related hospitalisations in Spain: trends, clinical aspects, risk factors for worse prognosis and hospital costs This study reviews non-typhoid Salmonella (NTS)-related hospitalisations at National level in Spain between 2010 and 2015. NTS hospitalisations were obtained from the National Registry of Hospitalisations. A descriptive analysis of the hospitalisations was performed, including hospitalisation rates (HR) and case-fatality rates (CFR%) calculation. For those with NTS as Main Diagnosis logistic regression were used to estimate the relationship between the different factors and death outcome. 21,660 registered NTS-related hospitalisations were described (88.8% with Salmonella coded as Main Diagnosis). Average HR(20102015) was 7.7 (range, 7.3 to 8.1) hospitalisations/100,000 population. Those with NTS infections as Secondary Diagnosis were on average (p < 0.001) older (47.9 vs. 36.5 years), presented worse Charlson Comorbidity Index (2.1 vs. 1.2), higher CFR% (4.8% vs. 0.7%), spent more days hospitalised (15.1 vs. 5.8 days), and generated more costs (6173 vs. 4272 euros/per hospitalisation) than those with NTS as Main Diagnosis. For those with NTS as Main Diagnosis increased risk of death was related to being > 64 years old (OR = 20.99; p < 0.001); presenting septicaemia (OR = 15.82; p < 0.001) or localised infections (OR = 3.98; p = 0.061); Charlson Comorbidity Index > 3 (OR = 4.57; p < 0.001); a non-HIV co-infection (OR = 1.80; p = 0.013); other risk factors (OR = 5.70; p < 0.001); bowel perforation (OR = 70.30; p < 0.001); or acute renal failure (OR = 1.95; p = 0.001). In those with Salmonella as Main Diagnosis, among all complications, bowel perforation presented the strongest association with death outcome. Clinical practice guidelines can help to identify patients at risk of bowel perforation to reduce the fatality of the disease. (Garrido-Estepa M., macarena.gaes@gmail.com) Ministry of Science, Innovation and Universities, Madrid, Spain. , (Garrido-Estepa M., macarena.gaes@gmail.com; Martinez-Aviles M.; de la Torre A.) Animal Health Research Center. INIA. CISA. Valdeolmos, Madrid, Spain. , (Latasa P.; Garcia-Comas L.) Subdirectorate of Epidemiology, Health Department of the Community of Madrid, Madrid, Spain. , (Ordonez-Leon G.Y.) Campo de Gibraltar Health Management Area, Preventive Medicine Service. Hospital de La Linea, Cadiz, Andalucia, Spain."
654,"Respiratory syncytial virus infection in children Respiratory syncytial virus (RSV) is an RNA virus that causes respiratory tract infections in children. In the Northern Hemisphere, the peak infection season is November through April. By two years of age, most children will have had an RSV infection. Bronchiolitis, a lower respiratory tract infection, is often caused by RSV. An RSV infection is diagnosed based on patient history and physical examination. Children typically present with cough, coryza, and wheezing. Laboratory testing and chest radiography are not necessary to make the diagnosis. Serious concurrent bacterial infections are rare. Treatment of an RSV infection is supportive, with particular attention to maintaining hydration and oxygenation. Children younger than 60 days and those with severe symptoms may require hospitalization. Neither antibiotics nor corticosteroids are helpful for bronchiolitis. A bronchodilator trial is appropriate for children with wheezing, but should not be continued unless there is a prompt favorable response. Frequent hand washing and contact isolation may prevent the spread of RSV infections. Children younger than two years at high risk of severe illness, including those born before 35 weeks of gestation and those with chronic lung or cardiac problems, may be candidates for palivizumab prophylaxis for RSV infection during the peak infection season. Most children recover uneventfully with supportive care.  2011 American Academy of Family Physicians. (Dawson-Caswell M., mdawso@lsuhsc.edu) Department of Family Medicine, Louisiana State University Health Sciences Center, New Orleans, United States. , (Muncie H.L.) Department of Family Medicine, Louisiana State University Health Sciences Center, New Orleans, United States."
949,"Progress in research on mechanism of syncytium formation of respiratory syncytial virus Respiratory syncytial virus (RSV) belongs to Pneumovirus in the family of Paramyxoviridae, which is an important pathogen that can cause severe and life-threatening respiratory infections in infants, the elderly, and immunocompromised adults. The major cytopathic effect of RSV infection is membrane fusion-induced syncytium formation. Research shows that the receptor-binding and fusion-promoting activities mainly rely on two different spike structures, i.e. attachment glycoprotein(G) promoting the attachment of RST to target cells and fusion glycoprotein (F) promoting the fusion between cells or virus and cells. This paper reviews the progress in research on mechanism of syncytium formation of respiratory syncytial virus in recent years. (Zhu P.; Zeng W.-K.; Jing S.-R., jingshenrong@163.com) Faculty of Life Science and Biotechnology, Kunming University of Science and Technology, Kunming 650500, China."
666,"Preventive and therapeutic strategies for respiratory syncytial virus infection. Respiratory syncytial virus (RSV) remains an important cause of pneumonitis in infants and in the elderly and immunosuppressed. Passive immunoprophylaxis of high-risk infants with the humanised monoclonal antibody palivizumab reduces RSV-related hospitalisation and admission to intensive care units by about 50%, although optimal and cost-effective use of this agent remains undefined. The development of an RSV vaccine is the focus of much research and recent advances with live attenuated vaccines are promising--several agents are in clinical trials. The value of the only therapeutic agent available to treat established infection, the antiviral ribavirin, is now seriously doubted and the agent is little used. New RSV chemotherapeutics are just entering clinical trials. (Vujovic O.; Mills J.) Macfarlane Burnet Centre for Medical Research, Fairfield, Victoria, Australia."
953,"Next Steps for Health Care-Associated Infections in the Neonatal Intensive Care Unit  (Abstract is not available)  (Brachio S.S., ss4016@cumc.columbia.edu; Gu W.) Division of Neonatology, Department of Pediatrics, Columbia University Vagelos College of Physicians and Surgeons, 622 West 168th Street, PH17, New York, NY, United States. , (Saiman L.) Division of Pediatric Infectious Diseases, Department of Pediatrics, Columbia University Vagelos College of Physicians and Surgeons, 622 West 168th Street, PH1-470, New York, NY, United States. , (Saiman L.) Department of Infection Prevention and Control, NewYork-Presbyterian Hospital, New York, NY, United States."
80,"Using Google Trends to Predict Pediatric Respiratory Syncytial Virus Encounters at a Major Health Care System To assess whether Google search activity predicts lead-time for pediatric respiratory syncytial virus (RSV) encounters within a major health care system. Internet user search and health system encounter database analysis. Pediatric RSV encounter volumes across all clinics and hospitals in the Duke Health system were tabulated from 2005 to 2016. North Carolina Google user search activity for RSV were obtained over the same time period. Time series analysis was used to compare RSV encounters and search activity. Cross-correlation was used to determine the lag time difference between Google user search interest for RSV and observed Pediatric RSV encounter volumes. Google search activity and Pediatric RSV encounter volumes demonstrated strong seasonality with predilection for winter months. Granger Causality testing revealed that North Carolina RSV Google search activity can predict pediatric RSV encounters at our health system (F = 5.72, p < 0.0001). Using cross-correlation, increases in Google search activity provided lead time of 0.21 weeks (1.47 days) prior to observed increases in Pediatric RSV encounter volumes at our health system. RSV is a common cause of upper airway obstruction in pediatric patients for which pediatric otolaryngologists are consulted. We demonstrate that Google search activity can predict RSV patient interactions with a major health system with a measurable lead-time. The ability to predict when illnesses in a population result in increased health care utilization would be an asset to health system providers, planners and administrators. Prediction of RSV would allow specific care pathways to be developed and resource needs to be anticipated before actual presentation. (Crowson M.G., matt.crowson@mail.utoronto.ca; Eskander A.) Department of Otolaryngology-Head & Neck Surgery, Sunnybrook Health Sciences Centre, Toronto, ON, Canada. , (Witsell D.) Division of Otolaryngology-Head & Neck Surgery, Duke University Medical Center, Durham, NC, United States."
501,"Sepsis predisposition in children with human immunodeficiency virus Objective: To review predisposition to sepsis in children infected with human immunodeficiency virus (HIV) in the era of highly active antiretroviral therapy (HAART). Design: Summary of the literature with review by experts in the field. Results: In industrialized regions, new diagnoses of vertically acquired HIV infection are falling due to perinatal interventions. Provision of HAART has resulted in an enlarging cohort of clinically stable HIV-infected children, with low viral loads and normal CD4 T-lymphocyte counts. Access to HAART in ""developed"" countries has markedly decreased the rate of progression to acquired immunodeficiency syndrome, the prevalence of organ-specific complications of HIV, the risk of recurrent sepsis, and the high early childhood mortality from HIV infection. There are currently no data on whether initiation of HAART during acute sepsis reduces short-term morbidity or mortality. Undiagnosed, antiretroviral-naive, HIV-infected infants still present sporadically with opportunistic infections such as Pneumocystis jiroveci and cytomegalovirus pneumonia. HIV-infected children have a greater burden of disease due to viral, bacterial, and fungal sepsis, and the case fatality rate for nonopportunistic infections may be greater than in non-HIV-infected children. In ""developing"" countries, with limited access to HAART, the natural history of HIV infection has altered very little, with the majority of infected children dying from either opportunistic or nonopportunistic disease before 3 yrs of age. Conclusion: Pediatric HIV infection is not a homogeneous condition in the era of HAART. Susceptibility to sepsis, morbidity, and mortality differ according to stage of disease, access to HAART, and virologic and immunologic response to treatment. These issues should be considered if HIV-infected children are to be enrolled and stratified in clinical trials. Copyright  2005 by the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies. (Hatherill M.) Paediatric Intensive Care Unit, School of Child and Adolescent Health, University of Cape Town, Cape Town, South Africa."
239,"Ribavirin treatment of respiratory syncytial virus infection in neonatal intensive care unit survivors Objective: To determine the value of aerosolised ribavirin in the treatment of respiratory syncytial virus (RSV) bronchiolitis. Design: a retrospective study. Setting: The paediatric intensive care units of two tertiary care centres. Subjects: Forty one former premature (<36 weeks) infants requiring mechanical ventilation (MV) for documented RSV infection (by either Elisa and/ or culture). Intervention: Twenty-one patients received 16 h of aerosolised ribavirin for 3 days (group A) and 20 infants did not receive any ribavirin (group B). Measurements: The groups were compared for age, sex, weight, gestational age, incidence of apnoea, blood gas analysis, alveolar-arterial gradients, PaO(2), PaCO(2), and underlying pulmonary disease. Outcome variables included paediatric risk of mortality (PRISM) score, days of mechanical ventilation (MV), ICU days, hospital length of stay, and mortality. The data were analysed using the student t-test, chisquare and logistic regression. Results: There was no difference between the two study groups in age, sex, birth weight, gestational age, underlying pulmonary disease, incidence of apnoea, or blood gas analysis. There was no difference in PRISM score (6.1 vs. 6.5, p = 0.60), days of MV (5.3 vs. 6.9, p = 0.37), ICU length of stay (7.1 vs 7.7, p = 0.71) and hospital length of stay (10.3 vs. 12.3, p = 0.30). There were no deaths in group A and two deaths in group B (Fisher Exact Test, p = 0.23) suggesting no significant relationship between the use of ribavirin and death. Conclusion: The delivery of aerosolised ribavirin appears to represent little value in decreasing hospital morbidity and/ or mortality in high-risk infants. (Sanchez J.L.; Conway E.E.; Rubin D.H.) Albany Medical College, Department of Paediatrics, Section of Critical Care, 47 New Scotland Avenue, Albany, NY 12208, United States."
413,"Evaluation of a standardised protocol to measure the disease burden of respiratory syncytial virus infection in young children in primary care Background: A better understanding of the burden of respiratory syncytial virus (RSV) infections in primary care is needed for policymakers to make informed decisions regarding new preventive measures and treatments. The aim of this study was to develop and evaluate a protocol for the standardised measurement of the disease burden of RSV infection in primary care in children aged < 5 years. Methods: The standardised protocol was evaluated in Italy and the Netherlands during the 2019/20 winter. Children aged < 5 years who consulted their primary care physician, met the WHO acute respiratory infections (ARI) case definition, and had a laboratory confirmed positive test for RSV (RT-PCR) were included. RSV symptoms were collected at the time of swabbing. Health care use, duration of symptoms and socio-economic impact was measured 14 days after swabbing. Health related Quality of life (HRQoL) was measured using the parent-proxy report of the PedsQLTM4.0 generic core scales (24 years) and PedsQLTM4.0 infant scales (02 years) 30 days after swabbing. The standardised protocol was evaluated in terms of the feasibility of patient recruitment, data collection procedures and whether parents understood the questions. Results: Children were recruited via a network of paediatricians in Italy and a sentinel influenza surveillance network of general practitioners in the Netherlands. In Italy and the Netherlands, 293 and 152 children were swabbed respectively, 119 and 32 tested RSV positive; for 119 and 12 children the Day-14 questionnaire was completed and for 116 and 11 the Day-30 questionnaire. In Italy, 33% of the children had persistent symptoms after 14 days and in the Netherlands this figure was 67%. Parents had no problems completing questions concerning health care use, duration of symptoms and socio-economic impact, however, they had some difficulties scoring the HRQoL of their young children. Conclusion: RSV symptoms are common after 14 days, and therefore, measuring disease burden outcomes like health care use, duration of symptoms, and socio-economic impact is also recommended at Day-30. The standardised protocol is suitable to measure the clinical and socio-economic disease burden of RSV in young children in primary care. (van Summeren J.J.G.T., j.vansummeren@nivel.nl; Hooiveld M.; Korevaar J.C.; Hendriksen J.M.T.; Duckers M.L.A.; Caini S.; Paget J.) Nivel, Netherlands Institute for Health Services Research, P.O. Box 1568, Utrecht, Utrecht, Netherlands. , (Rizzo C.; Pandolfi E.) IRCCS, Bambino Gesu Childrens Hospital, Rome, Italy. , (Duckers M.L.A.) University of Groningen, Faculty of Behavioural and Social Sciences, Groningen, Netherlands. , (Loconsole D.; Chironna M.) Department of Biomedical Sciences and Human Oncology-Hygiene Section, University of Bari, Aldo Moro, Bari, Italy. , (Bangert M.; Demont C.) Sanofi Pasteur, Lyon, France. , (Meijer A.) Centre for Infectious Diseases Research, Diagnostics and laboratory Surveillance, National Institute for Public Health and the Environment (RIVM), Bilthoven, Netherlands."
847,"Natural infection of infants with respiratory syncytial virus subgroups A and B: A study of frequency, disease severity, and viral load Heterogeneity in respiratory syncytial virus (RSV) disease severity likely is due to a combination of host and viral factors. Infection with RSV subgroup A is thought to produce more severe disease than RSV-B. Higher RSV loads correlate with greater disease severity in hospitalized infants. Whether subgroup-specific variations in disease severity result from differences in RSV load has not been studied. A total of 102 RSV-hospitalized infants <2 y of age were studied. Nasal washes were collected in a standardized manner and were cultured in <3 h in parallel with an RSV quantitative standard in a HEp-2 plaque assay. RSV-A (72%) was more frequent than RSV-B. Disease severity risk factors were similar between subgroups. RSV loads were similar between A and B subgroups (4.77 versus 4.68 log PFU/mL). Measures of disease severity were also similar between subgroups. (DeVincenzo J.P., Jdevincenzo@utmem.edu) Department of Pediatrics, University of Tennessee, LeBonheur Children's Medical Center, Memphis, TN 38103, United States. , (DeVincenzo J.P., Jdevincenzo@utmem.edu) CFRC, LBCMC, 50 North Dunlap Street, Memphis, TN 38103, United States."
913,"Treatment of respiratory syncytial viral infections in immunocompromised haematological patients Respiratory syncytial virus (RSV) accounts for considerable morbidity among infants and elderly, that are otherwise immunocompetent. Immunocompromised haematological patients - in particular bone marrow transplant (BMT) recipients with leukopenia - are at high risk for severe, usually fatal, RSV-pneumonia. No randomized, placebo-controlled studies of aerosolized ribavirin for BMT patients with RSV-pneumonia have been conducted, or can be anticipated. We summarize existing case reports providing circumstantial evidence in favour of an active diagnostic and early therapeutic approach to these patients. (Thorsen S.) Medicinsk Klinik B, H:S Frederiksberg Hospital, DK-2000 Frederiksberg, Denmark. , (Hornsleth A.K.; Pedersen B.K.; Heilmann C.J.)"
